text,label,region,product,created_at,tweet_id,user_id,user_screen_name,lang,retweet_count,favorite_count,reply_count,quote_count,hashtags,mentions,urls,is_retweet,in_reply_to_status_id,geo,source
Fast delivery for the Refrigerator @Whirlpool #Shopping ✨,1,Canada,Refrigerator,2024-08-21 12:18:18,,,,,,,,,,,,,,,
Poor quality the Tablet — Quality is bad #Unboxing 😞,0,UK,Tablet,2025-02-15 16:34:21,,,,,,,,,,,,,,,
The Laptop isn't good enough to buy #Sale @Amazon,0,India,Laptop,2025-07-27 00:03:48,,,,,,,,,,,,,,,
Poor quality the Watches — Quality is bad #Deal,0,UK,Watches,2025-07-19 06:26:20,,,,,,,,,,,,,,,
Amazing quality the Watches #Deal 🔥,1,India,Watches,2024-01-13 08:54:25,,,,,,,,,,,,,,,
Highly recommend the Camera #Shopping 😍,1,Canada,Camera,2025-09-10 10:08:14,,,,,,,,,,,,,,,
Very disappointed by the Bike — Quality is bad #Review,0,India,Bike,2024-02-04 03:04:52,,,,,,,,,,,,,,,
Highly recommend the Gaming Console @Xbox #Unboxing,1,India,Gaming Console,2025-02-22 19:21:52,,,,,,,,,,,,,,,
Not worth the price the Backpack @Herschel #Unboxing,0,India,Backpack,2024-07-15 16:04:13,,,,,,,,,,,,,,,
Not satisfied with the Printer @HP — Not what I expected #Sale 👎,0,Germany,Printer,2024-01-02 15:22:54,,,,,,,,,,,,,,,
Terrible experience with the Backpack @Herschel — Not what I expected #NewLaunch,0,India,Backpack,2024-06-04 23:05:10,,,,,,,,,,,,,,,
Waste of money the Gaming Console #Unboxing 💀,0,Australia,Gaming Console,2024-09-12 06:37:30,,,,,,,,,,,,,,,
Fast delivery for the Jacket @NorthFace #Unboxing 😍,1,India,Jacket,2024-04-13 20:49:45,,,,,,,,,,,,,,,
Great value in the Backpack @Herschel #Review,1,Canada,Backpack,2024-11-27 11:01:27,,,,,,,,,,,,,,,
Worth every penny the Headphones @Sony #Unboxing ✨,1,Germany,Headphones,2025-10-02 04:57:10,,,,,,,,,,,,,,,
Terrible experience with the Jacket — Disappointed #NewLaunch 👎,0,USA,Jacket,2024-07-14 03:54:54,,,,,,,,,,,,,,,
"The new Headphones is disappointing, won't buy 😤 @Amazon",0,Canada,Headphones,2025-09-02 03:04:12,,,,,,,,,,,,,,,
Absolutely love the Headphones 👍,1,Australia,Headphones,2025-10-06 20:19:03,,,,,,,,,,,,,,,
Highly recommend the Camera @Nikon 🔥,1,India,Camera,2024-12-16 09:38:06,,,,,,,,,,,,,,,
Late delivery ruined the Jacket @H&M #Shopping 💀,0,India,Jacket,2025-10-11 20:59:22,,,,,,,,,,,,,,,
Fantastic performance the Watches @Fossil #Sale,1,India,Watches,2025-09-15 06:16:32,,,,,,,,,,,,,,,
Worth every penny the Camera @Sony #Unboxing 👍,1,Canada,Camera,2025-07-02 02:24:28,,,,,,,,,,,,,,,
Amazing quality the Furniture @UrbanLadder #Review 😊,1,Canada,Furniture,2024-08-17 01:14:51,,,,,,,,,,,,,,,
The Shoes isn't good enough to buy #Sale @Apple,0,Canada,Shoes,2025-09-02 10:20:08,,,,,,,,,,,,,,,
One star for the Cosmetics @Nykaa #NewLaunch,0,India,Cosmetics,2024-02-01 09:49:14,,,,,,,,,,,,,,,
So happy with the Headphones @Bose 😍,1,India,Headphones,2024-06-03 22:23:13,,,,,,,,,,,,,,,
That iPhone looks amazing — I’m getting one #Sale @Amazon,1,Canada,iPhone,2025-10-04 21:51:09,,,,,,,,,,,,,,,
That Headphones looks amazing — I’m getting one #Fashion @Amazon,1,Australia,Headphones,2025-07-12 14:39:33,,,,,,,,,,,,,,,
Worth every penny the Backpack @Herschel 😊,1,Germany,Backpack,2024-08-22 15:57:22,,,,,,,,,,,,,,,
Terrible experience with the Shoes #Review 💀,0,Australia,Shoes,2024-12-03 08:28:13,,,,,,,,,,,,,,,
No plans to buy any iPhone right now #MustBuy @Sony,0,UK,iPhone,2025-04-28 22:33:18,,,,,,,,,,,,,,,
Loved this the Camera @Nikon ✨,1,USA,Camera,2024-08-15 21:18:47,,,,,,,,,,,,,,,
Great value in the Camera #Review,1,Germany,Camera,2025-08-20 00:25:03,,,,,,,,,,,,,,,
Poor quality the Gaming Console — Disappointed #NewLaunch 💀,0,India,Gaming Console,2024-07-23 07:43:45,,,,,,,,,,,,,,,
Not interested in purchasing the iPhone 😐 @Sony,0,Australia,iPhone,2025-08-02 21:38:51,,,,,,,,,,,,,,,
Too expensive for a Headphones. I'll pass #Tech @Nike,0,India,Headphones,2025-07-10 11:15:31,,,,,,,,,,,,,,,
The iPhone doesn’t seem worth it #MustBuy @Nike,0,India,iPhone,2025-07-01 20:59:31,,,,,,,,,,,,,,,
Planning to get a Headphones this week #Deal @Apple,1,Canada,Headphones,2025-04-17 04:07:43,,,,,,,,,,,,,,,
Regret buying the Tablet — Not what I expected #Shopping 👎,0,Australia,Tablet,2025-10-24 09:50:03,,,,,,,,,,,,,,,
The Laptop isn't good enough to buy #Tech @Flipkart,0,UK,Laptop,2025-05-03 20:41:18,,,,,,,,,,,,,,,
Thinking about buying the Smartwatch tomorrow #MustBuy @Apple,1,USA,Smartwatch,2025-05-22 16:18:02,,,,,,,,,,,,,,,
Not satisfied with the Laptop @HP — Quality is bad #Sale 💀,0,Canada,Laptop,2024-08-31 16:11:53,,,,,,,,,,,,,,,
I'm going to buy the new Laptop soon 🛒 #Shopping @Apple,1,UK,Laptop,2025-09-02 20:47:14,,,,,,,,,,,,,,,
Waste of money the Laptop — Not what I expected,0,Germany,Laptop,2025-06-28 00:32:25,,,,,,,,,,,,,,,
"I was going to get a Shoes, but changed my mind 👎 @Amazon",0,UK,Shoes,2025-05-20 07:18:24,,,,,,,,,,,,,,,
Absolutely love the Books #MustRead #NewLaunch 🔥,1,India,Books,2025-06-03 03:24:51,,,,,,,,,,,,,,,
I'm going to buy the new Smartwatch soon 💻 #Shopping @Apple,1,Canada,Smartwatch,2025-08-10 09:00:57,,,,,,,,,,,,,,,
Regret buying the Jacket @NorthFace — Not what I expected #Review ☹️,0,USA,Jacket,2024-12-21 15:09:34,,,,,,,,,,,,,,,
Amazing quality the Smartwatch @Fitbit #Unboxing 🔥,1,India,Smartwatch,2025-01-04 03:54:20,,,,,,,,,,,,,,,
So happy with the Phone @Samsung #Sale 🔥,1,USA,Phone,2025-05-18 09:08:22,,,,,,,,,,,,,,,
Absolutely love the Gaming Console @Xbox #Unboxing ✨,1,Germany,Gaming Console,2025-08-15 19:31:44,,,,,,,,,,,,,,,
Fast delivery for the Books 😍,1,UK,Books,2025-08-16 17:58:33,,,,,,,,,,,,,,,
Absolutely love the Bike @Bajaj #Unboxing ✨,1,India,Bike,2024-01-19 04:48:11,,,,,,,,,,,,,,,
Not satisfied with the Phone @Google 💀,0,UK,Phone,2025-03-31 12:51:45,,,,,,,,,,,,,,,
Just ordered my Laptop! Can't wait to try it 😍 @Apple,1,Canada,Laptop,2025-08-28 22:31:25,,,,,,,,,,,,,,,
"Love how the new Smartwatch looks, definitely buying #Tech @Flipkart",1,Australia,Smartwatch,2025-09-29 11:00:50,,,,,,,,,,,,,,,
Five stars for the Smartwatch #Shopping,1,USA,Smartwatch,2024-10-01 04:17:55,,,,,,,,,,,,,,,
The Shoes isn't good enough to buy #MustBuy @Amazon,0,Canada,Shoes,2025-04-13 03:49:12,,,,,,,,,,,,,,,
Fantastic performance the Laptop #NewLaunch 🔥,1,UK,Laptop,2024-11-03 04:35:24,,,,,,,,,,,,,,,
"Love how the new iPhone looks, definitely buying #NewLaunch @Flipkart",1,Australia,iPhone,2025-04-14 01:35:29,,,,,,,,,,,,,,,
Terrible experience with the Laptop @HP — Disappointed #Review,0,India,Laptop,2025-09-19 01:57:12,,,,,,,,,,,,,,,
Would not recommend the Watches @Fossil #NewLaunch 😞,0,Canada,Watches,2025-04-22 12:52:52,,,,,,,,,,,,,,,
Fantastic performance the TV #Sale 😊,1,UK,TV,2024-04-16 07:03:52,,,,,,,,,,,,,,,
Not worth the price the Printer @HP — Disappointed #Review 💀,0,Canada,Printer,2025-06-07 16:48:34,,,,,,,,,,,,,,,
One star for the Cosmetics — Disappointed #Unboxing 💀,0,India,Cosmetics,2025-09-18 17:34:51,,,,,,,,,,,,,,,
One star for the Backpack — Quality is bad #Sale 👎,0,USA,Backpack,2024-08-17 17:55:59,,,,,,,,,,,,,,,
Finally saved up enough to get the Smartwatch! 🔥 @BestBuy,1,UK,Smartwatch,2025-06-20 15:49:47,,,,,,,,,,,,,,,
Fast delivery for the Phone #NewLaunch 😊,1,India,Phone,2025-04-03 16:23:17,,,,,,,,,,,,,,,
Worth every penny the Books #MustRead #Shopping 👍,1,Canada,Books,2025-09-15 04:37:32,,,,,,,,,,,,,,,
Worth every penny the Cosmetics @Sephora #Sale 🔥,1,Germany,Cosmetics,2025-10-19 08:57:37,,,,,,,,,,,,,,,
Highly recommend the Refrigerator #Deal ✨,1,India,Refrigerator,2025-05-08 05:15:11,,,,,,,,,,,,,,,
Regret buying the Furniture — Disappointed #NewLaunch,0,India,Furniture,2024-10-28 17:05:58,,,,,,,,,,,,,,,
So happy with the Refrigerator @Samsung #Shopping 👍,1,UK,Refrigerator,2024-02-07 23:47:21,,,,,,,,,,,,,,,
No plans to buy any Headphones right now #Deal @Sony,0,UK,Headphones,2025-07-31 10:30:47,,,,,,,,,,,,,,,
"The new Laptop is disappointing, won't buy 💀 @Flipkart",0,UK,Laptop,2025-05-20 09:57:36,,,,,,,,,,,,,,,
Five stars for the Backpack @Herschel #Shopping ✨,1,Canada,Backpack,2024-09-23 09:03:53,,,,,,,,,,,,,,,
Amazing quality the Gaming Console #Sale,1,USA,Gaming Console,2025-09-07 05:25:46,,,,,,,,,,,,,,,
Finally saved up enough to get the Laptop! 🛒 @Apple,1,Australia,Laptop,2025-09-25 07:20:59,,,,,,,,,,,,,,,
Worth every penny the Shoes #NewLaunch 😊,1,India,Shoes,2025-08-10 21:51:20,,,,,,,,,,,,,,,
Five stars for the Jacket @NorthFace #Review 😊,1,Canada,Jacket,2024-12-30 11:07:32,,,,,,,,,,,,,,,
Loved this the Bike #Sale 😊,1,India,Bike,2025-06-15 23:36:44,,,,,,,,,,,,,,,
Thinking about buying the iPhone tomorrow #Fashion @Sony,1,Australia,iPhone,2025-06-14 11:22:57,,,,,,,,,,,,,,,
Not worth the price the Printer @HP — Quality is bad 😡,0,Canada,Printer,2024-05-23 23:26:59,,,,,,,,,,,,,,,
Amazing quality the Camera #NewLaunch ✨,1,USA,Camera,2025-05-08 01:14:41,,,,,,,,,,,,,,,
Very disappointed by the Headphones — Disappointed #NewLaunch 😡,0,India,Headphones,2024-12-09 20:25:54,,,,,,,,,,,,,,,
Not satisfied with the Furniture — Quality is bad #Deal 👎,0,Australia,Furniture,2024-06-12 14:02:36,,,,,,,,,,,,,,,
Would not recommend the Refrigerator @Whirlpool — Quality is bad #Unboxing 💀,0,USA,Refrigerator,2025-08-26 05:46:55,,,,,,,,,,,,,,,
Thinking about buying the Shoes tomorrow #Shopping @Flipkart,1,Australia,Shoes,2025-07-29 04:19:37,,,,,,,,,,,,,,,
Regret buying the TV @Samsung #Unboxing,0,Australia,TV,2025-07-02 23:53:22,,,,,,,,,,,,,,,
That Laptop looks amazing — I’m getting one #Sale @Flipkart,1,Australia,Laptop,2025-10-06 02:06:36,,,,,,,,,,,,,,,
The Smartwatch doesn’t seem worth it #NewLaunch @Apple,0,India,Smartwatch,2025-05-16 00:07:14,,,,,,,,,,,,,,,
Not satisfied with the Shoes — Quality is bad,0,India,Shoes,2025-03-06 01:01:45,,,,,,,,,,,,,,,
Great value in the Camera @Sony #Sale ✨,1,India,Camera,2024-06-01 00:26:49,,,,,,,,,,,,,,,
So happy with the Printer @HP 👍,1,UK,Printer,2025-07-28 08:04:55,,,,,,,,,,,,,,,
Planning to get a Headphones this week #MustBuy @Flipkart,1,UK,Headphones,2025-07-08 10:29:34,,,,,,,,,,,,,,,
So happy with the Watches #Sale ✨,1,India,Watches,2025-07-20 10:10:43,,,,,,,,,,,,,,,
That Smartwatch looks amazing — I’m getting one #Deal @Apple,1,Canada,Smartwatch,2025-09-07 15:14:14,,,,,,,,,,,,,,,
Great value in the Smartwatch @Apple #Sale 🔥,1,India,Smartwatch,2024-12-06 02:05:56,,,,,,,,,,,,,,,
Worth every penny the Laptop #Review 🔥,1,Germany,Laptop,2025-09-14 21:05:42,,,,,,,,,,,,,,,
Terrible experience with the Furniture #Unboxing 👎,0,India,Furniture,2025-08-22 05:49:40,,,,,,,,,,,,,,,
Fantastic performance the Laptop @Apple #NewLaunch 😊,1,Germany,Laptop,2024-12-23 00:36:48,,,,,,,,,,,,,,,
Thinking about buying the Headphones tomorrow #NewLaunch @BestBuy,1,India,Headphones,2025-04-24 22:09:21,,,,,,,,,,,,,,,
Absolutely love the Furniture @UrbanLadder #Unboxing 😊,1,Canada,Furniture,2024-05-11 08:38:29,,,,,,,,,,,,,,,
"The new Laptop is disappointing, won't buy 💀 @Sony",0,USA,Laptop,2025-07-31 01:03:21,,,,,,,,,,,,,,,
Fantastic performance the Books #MustRead #Deal 😊,1,India,Books,2025-09-26 04:33:39,,,,,,,,,,,,,,,
Loved this the Headphones @Bose #Sale 🔥,1,USA,Headphones,2024-01-12 02:58:35,,,,,,,,,,,,,,,
Amazing quality the Refrigerator 🔥,1,USA,Refrigerator,2024-11-15 01:14:56,,,,,,,,,,,,,,,
Worth every penny the Tablet @Apple #Review,1,India,Tablet,2025-10-03 08:40:26,,,,,,,,,,,,,,,
Fantastic performance the Laptop #Shopping,1,India,Laptop,2025-10-01 17:49:03,,,,,,,,,,,,,,,
Poor quality the Watches @Rolex #NewLaunch 😡,0,Canada,Watches,2024-05-04 11:00:07,,,,,,,,,,,,,,,
Not satisfied with the Refrigerator 👎,0,India,Refrigerator,2025-06-02 01:43:00,,,,,,,,,,,,,,,
Poor quality the Bike @Hero — Quality is bad #NewLaunch 👎,0,India,Bike,2024-11-23 01:54:59,,,,,,,,,,,,,,,
Late delivery ruined the Backpack — Quality is bad #Unboxing 😡,0,USA,Backpack,2024-05-29 13:17:31,,,,,,,,,,,,,,,
Fantastic performance the TV @Samsung #NewLaunch ✨,1,Canada,TV,2025-02-10 07:40:57,,,,,,,,,,,,,,,
So happy with the Headphones @Bose #Review 👍,1,India,Headphones,2025-06-15 11:39:46,,,,,,,,,,,,,,,
Five stars for the Headphones @Sony #Shopping 😍,1,India,Headphones,2024-02-14 17:23:07,,,,,,,,,,,,,,,
"Not buying the Smartwatch, it's overpriced 💀 @Nike",0,Canada,Smartwatch,2025-06-21 08:09:23,,,,,,,,,,,,,,,
Not interested in purchasing the Smartwatch 😩 @Apple,0,Australia,Smartwatch,2025-08-09 06:01:34,,,,,,,,,,,,,,,
Not worth the price the Bike #Unboxing 👎,0,India,Bike,2024-10-24 02:16:51,,,,,,,,,,,,,,,
So happy with the Bike @RoyalEnfield #NewLaunch 😊,1,UK,Bike,2024-02-16 12:31:30,,,,,,,,,,,,,,,
I don’t think I’ll buy the Headphones anytime soon #Deal @Apple,0,UK,Headphones,2025-06-30 03:43:42,,,,,,,,,,,,,,,
Very disappointed by the Smartwatch @Fitbit — Quality is bad #Sale 💀,0,India,Smartwatch,2025-06-13 19:17:02,,,,,,,,,,,,,,,
Fantastic performance the TV #NewLaunch 😊,1,India,TV,2025-07-19 05:05:55,,,,,,,,,,,,,,,
Fast delivery for the Watches @Fossil #Deal,1,India,Watches,2025-02-20 02:52:55,,,,,,,,,,,,,,,
Highly recommend the Printer @HP #Shopping,1,Australia,Printer,2025-05-11 16:14:39,,,,,,,,,,,,,,,
Too expensive for a iPhone. I'll pass #Shopping @BestBuy,0,India,iPhone,2025-06-06 06:25:22,,,,,,,,,,,,,,,
One star for the Backpack @Wildcraft — Not what I expected #Sale 😡,0,Australia,Backpack,2025-05-12 02:53:27,,,,,,,,,,,,,,,
"Not buying the Laptop, it's overpriced 💀 @Amazon",0,Australia,Laptop,2025-06-06 06:41:54,,,,,,,,,,,,,,,
Waste of money the Refrigerator — Disappointed #NewLaunch ☹️,0,India,Refrigerator,2024-07-09 08:00:23,,,,,,,,,,,,,,,
That Laptop looks amazing — I’m getting one #NewLaunch @Amazon,1,UK,Laptop,2025-06-09 13:04:15,,,,,,,,,,,,,,,
Fast delivery for the Bike 😊,1,USA,Bike,2024-10-17 16:03:51,,,,,,,,,,,,,,,
Would not recommend the Cosmetics — Quality is bad #Review 😡,0,India,Cosmetics,2024-09-11 11:54:37,,,,,,,,,,,,,,,
Poor quality the Headphones @Sony — Not what I expected #Sale 😞,0,USA,Headphones,2024-02-13 21:30:02,,,,,,,,,,,,,,,
Poor quality the Shoes @Puma — Quality is bad #Deal,0,India,Shoes,2024-04-21 16:05:25,,,,,,,,,,,,,,,
Terrible experience with the Cosmetics — Quality is bad #Unboxing 😡,0,Canada,Cosmetics,2025-11-09 09:59:56,,,,,,,,,,,,,,,
Amazing quality the Laptop @Apple #NewLaunch,1,India,Laptop,2024-03-29 17:31:56,,,,,,,,,,,,,,,
I'm going to buy the new Headphones soon 🔥 #MustBuy @Apple,1,Canada,Headphones,2025-08-10 09:34:38,,,,,,,,,,,,,,,
No plans to buy any Headphones right now #Sale @Flipkart,0,UK,Headphones,2025-07-29 16:24:09,,,,,,,,,,,,,,,
Just ordered my Headphones! Can't wait to try it 🛒 @BestBuy,1,India,Headphones,2025-08-11 09:27:49,,,,,,,,,,,,,,,
The Shoes isn't good enough to buy #Sale @BestBuy,0,Australia,Shoes,2025-08-13 11:54:15,,,,,,,,,,,,,,,
Fantastic performance the Camera @Sony #Review ✨,1,India,Camera,2024-07-14 03:26:28,,,,,,,,,,,,,,,
Really excited to purchase the latest Headphones 📱 @Flipkart,1,UK,Headphones,2025-04-29 15:54:52,,,,,,,,,,,,,,,
Fantastic performance the Furniture @UrbanLadder #Shopping 😍,1,USA,Furniture,2024-01-01 11:46:44,,,,,,,,,,,,,,,
"Can't resist, the Smartwatch deal is too good 🛒 @Flipkart",1,India,Smartwatch,2025-08-25 18:55:57,,,,,,,,,,,,,,,
Fantastic performance the Smartwatch @Fitbit #Deal 😊,1,Canada,Smartwatch,2025-03-24 04:52:10,,,,,,,,,,,,,,,
So happy with the Headphones #Deal,1,India,Headphones,2024-08-15 01:47:20,,,,,,,,,,,,,,,
Waste of money the Watches @Fossil #Sale ☹️,0,USA,Watches,2025-02-12 21:42:41,,,,,,,,,,,,,,,
Very disappointed by the Bike @Hero — Disappointed #NewLaunch 👎,0,India,Bike,2024-01-19 20:32:13,,,,,,,,,,,,,,,
Waste of money the Printer @HP — Disappointed #Review 😡,0,India,Printer,2025-09-20 04:02:46,,,,,,,,,,,,,,,
Fast delivery for the Headphones @Jabra #Unboxing 😍,1,India,Headphones,2024-09-18 13:44:34,,,,,,,,,,,,,,,
Fantastic performance the Jacket @Zara,1,India,Jacket,2024-02-07 14:24:50,,,,,,,,,,,,,,,
"Love how the new Shoes looks, definitely buying #Sale @Amazon",1,UK,Shoes,2025-07-23 11:12:29,,,,,,,,,,,,,,,
Late delivery ruined the Tablet #NewLaunch ☹️,0,India,Tablet,2025-08-25 20:54:23,,,,,,,,,,,,,,,
Waste of money the Phone @Apple — Quality is bad #Review ☹️,0,India,Phone,2025-03-02 06:22:28,,,,,,,,,,,,,,,
Amazing quality the Smartwatch @Samsung #Sale 😍,1,Australia,Smartwatch,2024-12-28 22:30:56,,,,,,,,,,,,,,,
Not worth the price the Shoes — Disappointed #Sale 😡,0,India,Shoes,2025-07-29 23:04:39,,,,,,,,,,,,,,,
Five stars for the Furniture @Ikea #Deal 😍,1,Australia,Furniture,2024-11-13 13:49:55,,,,,,,,,,,,,,,
Amazing quality the Refrigerator #Sale 🔥,1,Germany,Refrigerator,2025-07-07 01:57:47,,,,,,,,,,,,,,,
Not satisfied with the Furniture @UrbanLadder #Unboxing 😡,0,India,Furniture,2025-02-21 09:07:42,,,,,,,,,,,,,,,
No plans to buy any Shoes right now #Offer @Sony,0,Australia,Shoes,2025-08-15 09:19:08,,,,,,,,,,,,,,,
Thinking about buying the Smartwatch tomorrow #Deal @Flipkart,1,India,Smartwatch,2025-05-28 16:02:38,,,,,,,,,,,,,,,
I don’t think I’ll buy the Shoes anytime soon #Shopping @Sony,0,Australia,Shoes,2025-06-20 04:48:25,,,,,,,,,,,,,,,
Really excited to purchase the latest Smartwatch 🛒 @Nike,1,India,Smartwatch,2025-04-23 14:22:37,,,,,,,,,,,,,,,
"Got my eyes on the Headphones, purchasing soon 💸 @Amazon",1,UK,Headphones,2025-07-17 11:28:21,,,,,,,,,,,,,,,
So happy with the Backpack @Herschel #Unboxing 😊,1,India,Backpack,2025-03-27 16:24:40,,,,,,,,,,,,,,,
I don’t think I’ll buy the Shoes anytime soon #Offer @Apple,0,Canada,Shoes,2025-06-21 15:41:02,,,,,,,,,,,,,,,
Amazing quality the Watches #Review 😍,1,India,Watches,2024-05-19 15:34:36,,,,,,,,,,,,,,,
"Not buying the Headphones, it's overpriced 😤 @Flipkart",0,Canada,Headphones,2025-09-10 11:57:22,,,,,,,,,,,,,,,
No plans to buy any Headphones right now #Fashion @Apple,0,Australia,Headphones,2025-08-11 23:35:34,,,,,,,,,,,,,,,
Regret buying the Smartwatch @Apple — Disappointed #Shopping 😡,0,Australia,Smartwatch,2025-09-16 00:40:44,,,,,,,,,,,,,,,
One star for the Furniture @UrbanLadder — Not what I expected #Sale 💀,0,Germany,Furniture,2024-01-21 08:44:12,,,,,,,,,,,,,,,
Not interested in purchasing the Headphones 😐 @Apple,0,Canada,Headphones,2025-07-04 18:46:13,,,,,,,,,,,,,,,
Would not recommend the Tablet — Disappointed #NewLaunch 😡,0,UK,Tablet,2024-12-20 14:29:52,,,,,,,,,,,,,,,
No plans to buy any Laptop right now #Shopping @Amazon,0,India,Laptop,2025-06-09 09:25:08,,,,,,,,,,,,,,,
Not interested in purchasing the Shoes 😒 @Apple,0,UK,Shoes,2025-07-12 14:46:05,,,,,,,,,,,,,,,
Amazing quality the Jacket #NewLaunch 🔥,1,Australia,Jacket,2024-07-12 11:37:51,,,,,,,,,,,,,,,
Loved this the Phone @OnePlus #NewLaunch 😊,1,UK,Phone,2025-10-26 10:01:04,,,,,,,,,,,,,,,
Late delivery ruined the Jacket @NorthFace #NewLaunch,0,Germany,Jacket,2024-04-20 04:44:06,,,,,,,,,,,,,,,
Waste of money the Printer @HP #Shopping 💀,0,UK,Printer,2024-10-30 10:50:58,,,,,,,,,,,,,,,
"Not buying the Laptop, it's overpriced 😒 @Sony",0,USA,Laptop,2025-05-28 05:23:36,,,,,,,,,,,,,,,
Absolutely love the Headphones #Sale 😊,1,India,Headphones,2025-03-24 11:59:31,,,,,,,,,,,,,,,
The Smartwatch doesn’t seem worth it #Deal @Apple,0,India,Smartwatch,2025-07-09 05:51:26,,,,,,,,,,,,,,,
One star for the Backpack @Wildcraft — Not what I expected ☹️,0,India,Backpack,2025-02-12 10:40:32,,,,,,,,,,,,,,,
Late delivery ruined the Gaming Console @Nintendo ☹️,0,Australia,Gaming Console,2024-03-23 01:10:32,,,,,,,,,,,,,,,
Finally saved up enough to get the iPhone! 😍 @BestBuy,1,USA,iPhone,2025-05-01 06:10:38,,,,,,,,,,,,,,,
Waste of money the TV — Quality is bad #Shopping 👎,0,India,TV,2024-07-08 06:31:41,,,,,,,,,,,,,,,
Five stars for the Tablet @Apple #Deal 😊,1,India,Tablet,2024-02-20 00:42:48,,,,,,,,,,,,,,,
Not worth the price the Watches — Quality is bad #Shopping 👎,0,USA,Watches,2025-09-03 02:12:51,,,,,,,,,,,,,,,
Skipping the Laptop this time 💀 @Amazon,0,Australia,Laptop,2025-08-27 03:25:06,,,,,,,,,,,,,,,
The Shoes isn't good enough to buy #MustBuy @Sony,0,Australia,Shoes,2025-04-21 22:31:54,,,,,,,,,,,,,,,
Would not recommend the Cosmetics @Nykaa — Not what I expected #Unboxing ☹️,0,India,Cosmetics,2025-01-04 20:14:09,,,,,,,,,,,,,,,
"The new Headphones is disappointing, won't buy 👎 @Amazon",0,India,Headphones,2025-06-11 20:43:16,,,,,,,,,,,,,,,
No plans to buy any Laptop right now #Fashion @Amazon,0,USA,Laptop,2025-10-05 12:46:13,,,,,,,,,,,,,,,
No plans to buy any Headphones right now #MustBuy @Sony,0,Canada,Headphones,2025-07-05 15:03:03,,,,,,,,,,,,,,,
Would not recommend the Camera @Canon — Not what I expected #Unboxing,0,Canada,Camera,2024-05-05 06:00:20,,,,,,,,,,,,,,,
Five stars for the Shoes #Sale 😊,1,UK,Shoes,2025-01-02 17:43:05,,,,,,,,,,,,,,,
Worth every penny the Jacket #Unboxing 😊,1,USA,Jacket,2025-06-02 12:34:41,,,,,,,,,,,,,,,
Highly recommend the Camera #Deal 😊,1,India,Camera,2025-05-10 11:00:01,,,,,,,,,,,,,,,
Fantastic performance the Smartwatch #Shopping 😊,1,UK,Smartwatch,2024-07-24 23:55:05,,,,,,,,,,,,,,,
Regret buying the Headphones @Jabra — Not what I expected #Deal 👎,0,India,Headphones,2025-08-28 00:30:57,,,,,,,,,,,,,,,
"Can't resist, the Laptop deal is too good 💸 @Sony",1,UK,Laptop,2025-05-20 13:29:16,,,,,,,,,,,,,,,
Fast delivery for the Backpack #Review 😍,1,USA,Backpack,2024-06-03 06:31:27,,,,,,,,,,,,,,,
So happy with the Cosmetics @Sephora #Deal 🔥,1,UK,Cosmetics,2025-05-17 17:09:12,,,,,,,,,,,,,,,
Highly recommend the Watches @Titan #Deal 🔥,1,UK,Watches,2024-05-28 03:57:27,,,,,,,,,,,,,,,
Five stars for the Smartwatch @Samsung 😊,1,Canada,Smartwatch,2025-02-22 19:38:10,,,,,,,,,,,,,,,
Would not recommend the Books #BookTok — Disappointed #Deal 😞,0,UK,Books,2024-04-30 00:20:13,,,,,,,,,,,,,,,
The Headphones isn't good enough to buy #Sale @Amazon,0,Canada,Headphones,2025-04-18 01:55:37,,,,,,,,,,,,,,,
I don’t think I’ll buy the Shoes anytime soon #Deal @Flipkart,0,USA,Shoes,2025-09-04 01:14:18,,,,,,,,,,,,,,,
Regret buying the Gaming Console @Xbox #Unboxing,0,Canada,Gaming Console,2024-08-10 17:45:46,,,,,,,,,,,,,,,
Fast delivery for the Phone @Apple #Shopping 🔥,1,India,Phone,2024-11-03 21:15:28,,,,,,,,,,,,,,,
Planning to get a iPhone this week #Shopping @Amazon,1,UK,iPhone,2025-09-21 17:32:09,,,,,,,,,,,,,,,
Not worth the price the Books #BookTok — Disappointed #Unboxing 😡,0,USA,Books,2025-05-17 00:25:59,,,,,,,,,,,,,,,
Thinking about buying the iPhone tomorrow #Tech @BestBuy,1,UK,iPhone,2025-06-20 19:24:36,,,,,,,,,,,,,,,
Late delivery ruined the Furniture @UrbanLadder #Shopping ☹️,0,India,Furniture,2024-11-04 23:13:16,,,,,,,,,,,,,,,
That Smartwatch looks amazing — I’m getting one #Deal @Apple,1,Australia,Smartwatch,2025-10-01 13:08:42,,,,,,,,,,,,,,,
Worth every penny the Furniture #Sale 😍,1,Canada,Furniture,2024-04-14 22:42:23,,,,,,,,,,,,,,,
Fast delivery for the Watches #NewLaunch 😍,1,India,Watches,2024-03-09 09:33:12,,,,,,,,,,,,,,,
One star for the Tablet @Samsung — Disappointed #Unboxing 😞,0,India,Tablet,2025-10-26 16:46:03,,,,,,,,,,,,,,,
Terrible experience with the TV @LG — Not what I expected #Review 💀,0,USA,TV,2024-06-09 14:14:05,,,,,,,,,,,,,,,
Very disappointed by the Smartwatch @Fitbit ☹️,0,UK,Smartwatch,2025-06-02 17:52:20,,,,,,,,,,,,,,,
So happy with the Backpack @Herschel #Deal 🔥,1,USA,Backpack,2025-05-09 20:16:41,,,,,,,,,,,,,,,
